x;y
-5.0;0.04244131815783876
-4.473684210526316;-0.03743241795177017
-3.947368421052632;0.013197055039641211
-3.4210526315789473;0.024917014083434722
-2.8947368421052633;-0.06447222549472982
-2.368421052631579;0.08837633378106816
-1.8421052631578947;-0.0780213900874819
-1.3157894736842106;0.013318149842937815
-0.7894736842105265;0.14701693836654636
-0.2631578947368425;-0.7626928790095355
0.2631578947368416;-0.7626928790095371
0.7894736842105257;0.14701693836654556
1.3157894736842106;0.013318149842937815
1.8421052631578947;-0.0780213900874819
2.3684210526315788;0.08837633378106824
2.894736842105263;-0.06447222549472971
3.421052631578947;0.024917014083434524
3.947368421052632;0.013197055039641211
4.473684210526315;-0.037432417951770394
5.0;0.04244131815783876
